Name	RA_hr	RA_min	RA_s	DEC_deg	DEC_arcmin	DEC_arcsec	FieldA	DistFA	FieldV	DistFV	Class	Flux	eFlux	PFlux	RMS	Rmaj	Rmin	PA	norm_name	e_bmaj(arcsec)	e_bmin(arcsec)	e_pa(deg)
HOPS-240	5	41	25.988	-8	1	15.85	HOPS-240	0.3	NAN	NAN	I	2.238	0.233	1.904	0.23	0.0	0.0	0.0	HOPS240	0.000	0.000	0.0
HOPS-234	5	41	49.961	-8	1	26.27	HOPS-234	0.3	HOPS-234	0.3	I	47.095	0.988	30.96	0.4	0.1	0.05	110.9	HOPS234	0.004	0.005	3.5
HOPS-284	5	38	51.499	-8	1	27.46	HOPS-284	0.3	NAN	NAN	Flat	24.032	0.953	10.101	0.28	0.15	0.09	176.4	HOPS284	0.007	0.007	5.6
HOPS-238	5	41	26.657	-8	3	12.61	HOPS-238	0.3	NAN	NAN	I	2.54	0.233	1.971	0.23	0.0	0.0	0.0	HOPS238	0.000	0.000	0.0
HOPS-237	5	41	28.984	-8	3	25.95	HOPS-237	0.2	NAN	NAN	I	8.072	0.527	6.756	0.25	0.06	0.03	135.4	HOPS237	0.017	0.021	37.8
HOPS-236	5	41	30.223	-8	3	41.46	HOPS-236	0.3	NAN	NAN	Flat	97.707	2.029	40.066	0.55	0.16	0.11	172.6	HOPS236	0.004	0.004	3.7
HOPS-251	5	40	54.017	-8	5	13.18	HOPS-251	0.2	NAN	NAN	Flat	38.016	1.081	16.419	0.31	0.18	0.08	56.7	HOPS251	0.006	0.004	1.8
HOPS-405	5	40	58.552	-8	5	34.52	HOPS-405	2.0	HOPS-405	2.0	0	3.445	0.26	2.234	0.26	0.03	0.01	173.3	HOPS405	0.000	0.000	0.0
HOPS-255-B	5	40	50.567	-8	5	48.57	HOPS-255	0.1	NAN	NAN	Flat	0.941	0.273	2.085	0.28	0.0	0.0	0.0	HOPS255B	0.000	0.000	0.0
HOPS-255-A	5	40	50.576	-8	5	48.7	HOPS-255	0.1	NAN	NAN	Flat	22.54	0.721	14.247	0.28	0.09	0.07	1.0	HOPS255A	0.007	0.009	88.7
HOPS-249	5	40	52.869	-8	5	48.91	HOPS-249	0.2	NAN	NAN	Flat	28.249	1.194	9.8	0.28	0.17	0.14	58.6	HOPS249	0.009	0.008	14.6
HOPS-235	5	41	25.354	-8	5	54.7	HOPS-235	0.2	NAN	NAN	Flat	79.465	1.565	41.102	0.52	0.11	0.1	3.1	HOPS235	0.005	0.005	35.1
HOPS-244	5	41	2.01	-8	6	1.91	HOPS-244	0.3	HOPS-243-244	21.7	I	83.463	1.828	26.162	0.43	0.26	0.09	92.6	HOPS244	0.006	0.003	0.9
HOPS-252	5	40	49.914	-8	6	8.43	HOPS-252	0.2	NAN	NAN	Flat	3.318	0.556	2.286	0.23	0.11	0.06	108.3	HOPS252	0.040	0.030	57.6
HOPS-256	5	40	45.274	-8	6	42.2	HOPS-256	0.3	HOPS-256	0.3	0	2.968	0.646	1.985	0.25	0.13	0.03	31.1	HOPS256	0.042	0.041	20.0
HOPS-243	5	41	1.663	-8	6	44.6	HOPS-243	0.2	HOPS-243-244	21.3	0	9.358	1.143	2.705	0.23	0.22	0.2	104.1	HOPS243	0.035	0.035	63.3
HOPS-250	5	40	48.849	-8	6	57.1	HOPS-250	0.2	HOPS-250	0.2	0	187.77	4.147	26.316	0.63	0.32	0.19	43.4	HOPS250	0.008	0.005	1.7
HOPS-232	5	41	35.471	-8	8	22.7	HOPS-232	0.5	NAN	NAN	I	24.177	0.812	14.3	0.29	0.12	0.06	132.9	HOPS232	0.006	0.008	5.4
HOPS-246	5	40	47.112	-8	9	48.04	HOPS-246	0.3	NAN	NAN	I	48.675	1.201	21.297	0.36	0.17	0.08	34.6	HOPS246	0.005	0.004	2.1
HOPS-242-A	5	40	48.53	-8	11	8.9	HOPS-242	0.2	NAN	NAN	Flat	7.417	0.566	5.74	0.26	0.08	0.04	93.2	HOPS242A	0.015	0.024	20.9
HOPS-242-B	5	40	48.549	-8	11	8.93	HOPS-242	0.5	NAN	NAN	Flat	2.8	0.254	2.488	0.26	0.0	0.0	0.0	HOPS242B	0.000	0.000	0.0
HOPS-259-A	5	40	20.904	-8	13	55.2	HOPS-259	0.4	NAN	NAN	Flat	10.525	0.509	8.686	0.25	0.06	0.04	66.7	HOPS259A	0.010	0.013	27.9
HOPS-259-B	5	40	20.933	-8	14	6.44	HOPS-259	11.3	NAN	NAN	Flat	4.556	0.247	4.396	0.81	0.0	0.0	0.0	HOPS259B	0.000	0.000	0.0
HOPS-260	5	40	19.4	-8	14	16.29	HOPS-260	0.1	NAN	NAN	Flat	85.74	2.416	10.278	0.35	0.38	0.18	90.7	HOPS260	0.011	0.005	1.4
HOPS-397	5	42	49.002	-8	16	10.68	HOPS-397	1.9	HOPS-397	1.9	0	63.322	2.263	15.798	0.32	0.55	0.14	131.6	HOPS397	0.021	0.006	0.8
HOPS-223	5	42	48.491	-8	16	34.68	HOPS-223	0.5	HOPS-397	24.6	I	239.497	4.691	75.799	1.08	0.16	0.15	44.4	HOPS223	0.005	0.005	48.1
HOPS-221	5	42	47.067	-8	17	6.91	HOPS-221	0.2	NAN	NAN	I	194.42	3.458	92.91	1.09	0.11	0.1	19.4	HOPS221	0.004	0.005	21.1
HOPS-215	5	43	9.583	-8	29	27.23	HOPS-215	0.1	NAN	NAN	I	8.95	0.689	5.24	0.25	0.11	0.07	17.7	HOPS215	0.015	0.019	14.9
HOPS-216	5	42	55.566	-8	32	48.36	HOPS-216	0.5	NAN	NAN	I	20.458	0.86	8.776	0.27	0.19	0.04	20.7	HOPS216	0.009	0.010	2.0
HOPS-228	5	41	34.183	-8	35	27.87	HOPS-228	0.3	NAN	NAN	I	76.663	1.508	41.712	0.52	0.11	0.08	107.3	HOPS228	0.004	0.004	6.2
HOPS-214	5	42	47.232	-8	36	36.88	HOPS-214	0.3	NAN	NAN	Flat	15.524	0.816	7.626	0.26	0.17	0.07	64.0	HOPS214	0.011	0.007	3.1
HOPS-211	5	42	58.34	-8	37	44.25	HOPS-211	0.8	NAN	NAN	Flat	3.503	0.539	2.455	0.23	0.1	0.06	3.8	HOPS211	0.042	0.044	54.4
HOPS-227	5	41	32.34	-8	37	55.54	HOPS-227	0.1	NAN	NAN	Flat	4.808	0.691	2.55	0.23	0.16	0.07	164.5	HOPS227	0.029	0.036	12.8
HOPS-210	5	42	58.285	-8	38	5.26	HOPS-210	0.3	NAN	NAN	Flat	95.129	2.146	20.743	0.43	0.34	0.09	12.3	HOPS210	0.008	0.004	0.7
HOPS-213-B	5	42	48.077	-8	40	8.28	HOPS-213	0.3	NAN	NAN	Flat	1.606	0.484	1.195	0.22	0.11	0.0	84.9	HOPS213B	0.056	0.064	79.0
HOPS-213-A	5	42	48.088	-8	40	8.47	HOPS-213	0.2	NAN	NAN	Flat	2.45	0.42	2.328	0.22	0.0	0.0	0.0	HOPS213A	0.095	0.066	0.0
HOPS-224	5	41	32.066	-8	40	9.77	HOPS-224	0.6	HOPS-224	0.6	0	252.608	5.381	53.175	0.87	0.29	0.18	170.4	HOPS224	0.006	0.005	2.0
HOPS-225	5	41	30.343	-8	40	17.73	HOPS-225	0.2	HOPS-224	26.2	Flat	10.813	0.558	8.496	0.26	0.07	0.03	6.0	HOPS225	0.012	0.019	18.8
HOPS-220	5	41	29.786	-8	42	46.21	HOPS-220	0.2	NAN	NAN	I	24.538	0.843	12.405	0.28	0.15	0.05	3.8	HOPS220	0.006	0.008	2.6
HOPS-219	5	41	29.289	-8	43	4.31	HOPS-219	0.6	NAN	NAN	I	71.481	1.393	37.244	0.47	0.14	0.06	87.1	HOPS219	0.004	0.003	1.4
HOPS-208	5	42	52.733	-8	44	13.11	HOPS-208	0.5	NAN	NAN	Flat	5.769	0.842	2.285	0.23	0.2	0.11	37.8	HOPS208	0.038	0.031	17.1
HOPS-206	5	43	7.293	-8	44	31.27	HOPS-206	0.5	HOPS-206	0.5	0	21.136	0.654	15.31	0.28	0.09	0.04	18.9	HOPS206	0.006	0.011	6.3
HOPS-204	5	43	10.185	-8	46	7.86	HOPS-204	0.1	NAN	NAN	I	61.691	1.101	44.69	0.48	0.07	0.06	87.0	HOPS204	0.004	0.003	8.2
